CODIGO;NOMBRE;actividad;categoria;cantidad
03;GENERAL OBLIGADO;CABAÑA;VACAS;745
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);VACAS;447
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;VACAS;54
03;GENERAL OBLIGADO;RECRIA;VACAS;895
03;GENERAL OBLIGADO;CRIA (BUBALINO);VACAS;844
03;GENERAL OBLIGADO;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;VACAS;249
03;GENERAL OBLIGADO;INVERNADA;VAQUILLONAS;485
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;6901
03;GENERAL OBLIGADO;CRIA;VAQUILLONAS;52084
03;GENERAL OBLIGADO;TAMBO;VAQUILLONAS;454
03;GENERAL OBLIGADO;CABAÑA;VAQUILLONAS;219
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;136
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;VAQUILLONAS;11
03;GENERAL OBLIGADO;RECRIA;VAQUILLONAS;747
03;GENERAL OBLIGADO;CRIA (BUBALINO);VAQUILLONAS;194
03;GENERAL OBLIGADO;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;VAQUILLONAS;41
03;GENERAL OBLIGADO;INVERNADA;NOVILLOS;3955
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;2625
03;GENERAL OBLIGADO;CRIA;NOVILLOS;15782
03;GENERAL OBLIGADO;TAMBO;NOVILLOS;25
03;GENERAL OBLIGADO;CABAÑA;NOVILLOS;5
03;GENERAL OBLIGADO;RECRIA;NOVILLOS;127
03;GENERAL OBLIGADO;CRIA (BUBALINO);NOVILLOS;32
03;GENERAL OBLIGADO;INVERNADA;NOVILLITOS;2933
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;6920
03;GENERAL OBLIGADO;CRIA;NOVILLITOS;38181
03;GENERAL OBLIGADO;TAMBO;NOVILLITOS;103
03;GENERAL OBLIGADO;CABAÑA;NOVILLITOS;33
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;159
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;NOVILLITOS;5
03;GENERAL OBLIGADO;RECRIA;NOVILLITOS;1910
03;GENERAL OBLIGADO;CRIA (BUBALINO);NOVILLITOS;182
03;GENERAL OBLIGADO;INVERNADA;TERNERAS;431
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;2161
03;GENERAL OBLIGADO;CRIA;TERNERAS;38248
03;GENERAL OBLIGADO;TAMBO;TERNERAS;347
03;GENERAL OBLIGADO;CABAÑA;TERNERAS;349
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;143
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;TERNERAS;17
03;GENERAL OBLIGADO;RECRIA;TERNERAS;493
03;GENERAL OBLIGADO;CRIA (BUBALINO);TERNERAS;187
03;GENERAL OBLIGADO;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;TERNERAS;43
03;GENERAL OBLIGADO;INVERNADA;TERNEROS;452
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;2924
03;GENERAL OBLIGADO;CRIA;TERNEROS;36101
03;GENERAL OBLIGADO;TAMBO;TERNEROS;210
03;GENERAL OBLIGADO;CABAÑA;TERNEROS;212
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;133
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;TERNEROS;14
03;GENERAL OBLIGADO;RECRIA;TERNEROS;1084
03;GENERAL OBLIGADO;CRIA (BUBALINO);TERNEROS;175
03;GENERAL OBLIGADO;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;TERNEROS;26
03;GENERAL OBLIGADO;INVERNADA;TOROS;51
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;168
03;GENERAL OBLIGADO;CRIA;TOROS;9359
03;GENERAL OBLIGADO;TAMBO;TOROS;30
03;GENERAL OBLIGADO;CABAÑA;TOROS;161
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);TOROS;23
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;TOROS;9
03;GENERAL OBLIGADO;RECRIA;TOROS;70
03;GENERAL OBLIGADO;CRIA (BUBALINO);TOROS;49
03;GENERAL OBLIGADO;INVERNADA;TORITOS;5
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;679
03;GENERAL OBLIGADO;CRIA;TORITOS;1986
03;GENERAL OBLIGADO;TAMBO;TORITOS;2
03;GENERAL OBLIGADO;CABAÑA;TORITOS;137
03;GENERAL OBLIGADO;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;5
03;GENERAL OBLIGADO;AGRICULTURA FAMILIAR;TORITOS;2
03;GENERAL OBLIGADO;RECRIA;TORITOS;13
03;GENERAL OBLIGADO;CRIA (BUBALINO);TORITOS;31
03;GENERAL OBLIGADO;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;TORITOS;19
03;GENERAL OBLIGADO;TAMBO;BUEYES;5
14;IRIONDO;INVERNADA;VACAS;5563
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;2212
14;IRIONDO;CRIA;VACAS;13225
14;IRIONDO;TAMBO;VACAS;13934
14;IRIONDO;CABAÑA;VACAS;128
14;IRIONDO;PROVEEDOR DE TERNEROS DE TAMBO;VACAS;541
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);VACAS;1317
14;IRIONDO;AGRICULTURA FAMILIAR;VACAS;15
14;IRIONDO;RECRIA;VACAS;715
14;IRIONDO;CRIA (BUBALINO);VACAS;21
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;VACAS;662
14;IRIONDO;DE TRABAJO;VACAS;11
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;VACAS;12
14;IRIONDO;INVERNADA;VAQUILLONAS;4526
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;6368
14;IRIONDO;CRIA;VAQUILLONAS;5656
14;IRIONDO;TAMBO;VAQUILLONAS;5997
14;IRIONDO;CABAÑA;VAQUILLONAS;20
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;917
14;IRIONDO;AGRICULTURA FAMILIAR;VAQUILLONAS;1
14;IRIONDO;RECRIA;VAQUILLONAS;528
14;IRIONDO;CRIA (BUBALINO);VAQUILLONAS;9
14;IRIONDO;LEASING GANADERO;VAQUILLONAS;25
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;VAQUILLONAS;670
14;IRIONDO;DE TRABAJO;VAQUILLONAS;34
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;VAQUILLONAS;3
14;IRIONDO;INVERNADA;NOVILLOS;1117
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;3285
14;IRIONDO;CRIA;NOVILLOS;370
14;IRIONDO;TAMBO;NOVILLOS;48
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;76
14;IRIONDO;RECRIA;NOVILLOS;24
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;NOVILLOS;14
14;IRIONDO;INVERNADA;NOVILLITOS;5295
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;6236
14;IRIONDO;CRIA;NOVILLITOS;2785
14;IRIONDO;TAMBO;NOVILLITOS;346
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;507
14;IRIONDO;RECRIA;NOVILLITOS;303
14;IRIONDO;CRIA (BUBALINO);NOVILLITOS;12
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;NOVILLITOS;21
14;IRIONDO;DE TRABAJO;NOVILLITOS;41
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;NOVILLITOS;3
14;IRIONDO;INVERNADA;TERNERAS;1910
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;2440
14;IRIONDO;CRIA;TERNERAS;2483
14;IRIONDO;TAMBO;TERNERAS;4738
14;IRIONDO;CABAÑA;TERNERAS;30
14;IRIONDO;PROVEEDOR DE TERNEROS DE TAMBO;TERNERAS;92
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;438
14;IRIONDO;AGRICULTURA FAMILIAR;TERNERAS;9
14;IRIONDO;RECRIA;TERNERAS;362
14;IRIONDO;CRIA (BUBALINO);TERNERAS;8
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;TERNERAS;448
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;TERNERAS;3
14;IRIONDO;INVERNADA;TERNEROS;2274
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;743
14;IRIONDO;CRIA;TERNEROS;1858
14;IRIONDO;TAMBO;TERNEROS;1423
14;IRIONDO;CABAÑA;TERNEROS;8
14;IRIONDO;PROVEEDOR DE TERNEROS DE TAMBO;TERNEROS;31
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;328
14;IRIONDO;AGRICULTURA FAMILIAR;TERNEROS;5
14;IRIONDO;RECRIA;TERNEROS;137
14;IRIONDO;CRIA (BUBALINO);TERNEROS;6
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;TERNEROS;162
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;TERNEROS;13
14;IRIONDO;INVERNADA;TOROS;189
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;19
14;IRIONDO;CRIA;TOROS;483
14;IRIONDO;TAMBO;TOROS;111
14;IRIONDO;CABAÑA;TOROS;6
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);TOROS;51
14;IRIONDO;AGRICULTURA FAMILIAR;TOROS;2
14;IRIONDO;RECRIA;TOROS;19
14;IRIONDO;CRIA (BUBALINO);TOROS;1
14;IRIONDO;CRIA/RECRIA DE TERNEROS DE TAMBO;TOROS;1
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;TOROS;1
14;IRIONDO;INVERNADA;TORITOS;202
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;185
14;IRIONDO;CRIA;TORITOS;411
14;IRIONDO;TAMBO;TORITOS;48
14;IRIONDO;CABAÑA;TORITOS;65
14;IRIONDO;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;55
14;IRIONDO;TAMBO - AGRICULTURA FAMILIAR;TORITOS;1
14;IRIONDO;ENGORDE CORRAL C/CONFINAMIENTO;BUEYES;4
10;LA CAPITAL;INVERNADA;VACAS;7030
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;371
10;LA CAPITAL;CRIA;VACAS;28848
10;LA CAPITAL;TAMBO;VACAS;10091
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);VACAS;4561
10;LA CAPITAL;RECRIA;VACAS;199
10;LA CAPITAL;SUBSISTENCIA;VACAS;299
10;LA CAPITAL;INVERNADA (BUBALINO);VACAS;1
10;LA CAPITAL;CRIA (BUBALINO);VACAS;162
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;VACAS;28
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VACAS;254
10;LA CAPITAL;INVERNADA;VAQUILLONAS;3733
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;1007
10;LA CAPITAL;CRIA;VAQUILLONAS;10728
10;LA CAPITAL;TAMBO;VAQUILLONAS;5412
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;2012
10;LA CAPITAL;RECRIA;VAQUILLONAS;99
10;LA CAPITAL;SUBSISTENCIA;VAQUILLONAS;60
10;LA CAPITAL;INVERNADA (BUBALINO);VAQUILLONAS;2
10;LA CAPITAL;CRIA (BUBALINO);VAQUILLONAS;85
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;VAQUILLONAS;6
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VAQUILLONAS;1
10;LA CAPITAL;INVERNADA;NOVILLOS;4570
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;208
10;LA CAPITAL;CRIA;NOVILLOS;3963
10;LA CAPITAL;TAMBO;NOVILLOS;262
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;823
10;LA CAPITAL;RECRIA;NOVILLOS;162
10;LA CAPITAL;SUBSISTENCIA;NOVILLOS;1
10;LA CAPITAL;INVERNADA (BUBALINO);NOVILLOS;1
10;LA CAPITAL;CRIA (BUBALINO);NOVILLOS;6
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;NOVILLOS;12
10;LA CAPITAL;INVERNADA;NOVILLITOS;10293
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;1370
10;LA CAPITAL;CRIA;NOVILLITOS;8296
10;LA CAPITAL;TAMBO;NOVILLITOS;1070
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;2235
10;LA CAPITAL;RECRIA;NOVILLITOS;55
10;LA CAPITAL;SUBSISTENCIA;NOVILLITOS;38
10;LA CAPITAL;CRIA (BUBALINO);NOVILLITOS;75
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;NOVILLITOS;2
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);NOVILLITOS;2
10;LA CAPITAL;INVERNADA;TERNERAS;2188
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;471
10;LA CAPITAL;CRIA;TERNERAS;6390
10;LA CAPITAL;TAMBO;TERNERAS;3226
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;947
10;LA CAPITAL;RECRIA;TERNERAS;90
10;LA CAPITAL;SUBSISTENCIA;TERNERAS;43
10;LA CAPITAL;CRIA (BUBALINO);TERNERAS;14
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;TERNERAS;6
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNERAS;12
10;LA CAPITAL;INVERNADA;TERNEROS;2313
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;566
10;LA CAPITAL;CRIA;TERNEROS;6288
10;LA CAPITAL;TAMBO;TERNEROS;1912
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;977
10;LA CAPITAL;RECRIA;TERNEROS;82
10;LA CAPITAL;SUBSISTENCIA;TERNEROS;64
10;LA CAPITAL;CRIA (BUBALINO);TERNEROS;21
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;TERNEROS;5
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNEROS;27
10;LA CAPITAL;INVERNADA;TOROS;339
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;4
10;LA CAPITAL;CRIA;TOROS;1106
10;LA CAPITAL;TAMBO;TOROS;147
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);TOROS;136
10;LA CAPITAL;RECRIA;TOROS;1
10;LA CAPITAL;SUBSISTENCIA;TOROS;8
10;LA CAPITAL;INVERNADA (BUBALINO);TOROS;1
10;LA CAPITAL;CRIA (BUBALINO);TOROS;8
10;LA CAPITAL;CRIA/RECRIA DE TERNEROS DE TAMBO;TOROS;2
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TOROS;5
10;LA CAPITAL;INVERNADA;TORITOS;127
10;LA CAPITAL;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;6
10;LA CAPITAL;CRIA;TORITOS;359
10;LA CAPITAL;TAMBO;TORITOS;47
10;LA CAPITAL;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;31
10;LA CAPITAL;SUBSISTENCIA;TORITOS;1
10;LA CAPITAL;CRIA (BUBALINO);TORITOS;1
09;LAS COLONIAS;INVERNADA;VACAS;14709
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;220
09;LAS COLONIAS;CRIA;VACAS;63056
09;LAS COLONIAS;TAMBO;VACAS;97851
09;LAS COLONIAS;CABAÑA;VACAS;3645
09;LAS COLONIAS;PROVEEDOR DE TERNEROS DE TAMBO;VACAS;1339
09;LAS COLONIAS;RECRIA;VACAS;7291
09;LAS COLONIAS;SUBSISTENCIA;VACAS;14
09;LAS COLONIAS;CRIA (BUBALINO);VACAS;27
09;LAS COLONIAS;INVERNADA;VAQUILLONAS;8709
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;13
09;LAS COLONIAS;CRIA;VAQUILLONAS;23113
09;LAS COLONIAS;TAMBO;VAQUILLONAS;57516
09;LAS COLONIAS;CABAÑA;VAQUILLONAS;4427
09;LAS COLONIAS;PROVEEDOR DE TERNEROS DE TAMBO;VAQUILLONAS;976
09;LAS COLONIAS;RECRIA;VAQUILLONAS;7372
09;LAS COLONIAS;SUBSISTENCIA;VAQUILLONAS;2
09;LAS COLONIAS;DE TRABAJO;VAQUILLONAS;2
09;LAS COLONIAS;INVERNADA;NOVILLOS;6691
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;44
09;LAS COLONIAS;CRIA;NOVILLOS;3066
09;LAS COLONIAS;TAMBO;NOVILLOS;1680
09;LAS COLONIAS;RECRIA;NOVILLOS;676
09;LAS COLONIAS;INVERNADA;NOVILLITOS;18245
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;890
09;LAS COLONIAS;CRIA;NOVILLITOS;9741
09;LAS COLONIAS;TAMBO;NOVILLITOS;7432
09;LAS COLONIAS;CABAÑA;NOVILLITOS;151
09;LAS COLONIAS;RECRIA;NOVILLITOS;1857
09;LAS COLONIAS;SUBSISTENCIA;NOVILLITOS;12
09;LAS COLONIAS;INVERNADA;TERNERAS;5865
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;159
09;LAS COLONIAS;CRIA;TERNERAS;13462
09;LAS COLONIAS;TAMBO;TERNERAS;30276
09;LAS COLONIAS;CABAÑA;TERNERAS;340
09;LAS COLONIAS;PROVEEDOR DE TERNEROS DE TAMBO;TERNERAS;536
09;LAS COLONIAS;RECRIA;TERNERAS;3257
09;LAS COLONIAS;SUBSISTENCIA;TERNERAS;5
09;LAS COLONIAS;CRIA (BUBALINO);TERNERAS;13
09;LAS COLONIAS;INVERNADA;TERNEROS;8292
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;406
09;LAS COLONIAS;CRIA;TERNEROS;11431
09;LAS COLONIAS;TAMBO;TERNEROS;16968
09;LAS COLONIAS;CABAÑA;TERNEROS;209
09;LAS COLONIAS;PROVEEDOR DE TERNEROS DE TAMBO;TERNEROS;17
09;LAS COLONIAS;RECRIA;TERNEROS;1958
09;LAS COLONIAS;SUBSISTENCIA;TERNEROS;2
09;LAS COLONIAS;CRIA (BUBALINO);TERNEROS;7
09;LAS COLONIAS;INVERNADA;TOROS;606
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;5
09;LAS COLONIAS;CRIA;TOROS;2333
09;LAS COLONIAS;TAMBO;TOROS;1513
09;LAS COLONIAS;CABAÑA;TOROS;180
09;LAS COLONIAS;RECRIA;TOROS;273
09;LAS COLONIAS;SUBSISTENCIA;TOROS;1
09;LAS COLONIAS;INVERNADA;TORITOS;326
09;LAS COLONIAS;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;2
09;LAS COLONIAS;CRIA;TORITOS;3413
09;LAS COLONIAS;TAMBO;TORITOS;697
09;LAS COLONIAS;CABAÑA;TORITOS;932
09;LAS COLONIAS;RECRIA;TORITOS;151
09;LAS COLONIAS;SUBSISTENCIA;TORITOS;1
09;LAS COLONIAS;CRIA;BUEYES;8
01;NUEVE DE JULIO;INVERNADA;VACAS;35899
01;NUEVE DE JULIO;CRIA;VACAS;168120
01;NUEVE DE JULIO;TAMBO;VACAS;1653
01;NUEVE DE JULIO;CABAÑA;VACAS;1402
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);VACAS;16542
01;NUEVE DE JULIO;RECRIA;VACAS;13428
01;NUEVE DE JULIO;INVERNADA (BUBALINO);VACAS;10
01;NUEVE DE JULIO;CRIA (BUBALINO);VACAS;1699
01;NUEVE DE JULIO;RECRIA (BUBALINO);VACAS;82
01;NUEVE DE JULIO;INVERNADA;VAQUILLONAS;12895
01;NUEVE DE JULIO;CRIA;VAQUILLONAS;39397
01;NUEVE DE JULIO;TAMBO;VAQUILLONAS;572
01;NUEVE DE JULIO;CABAÑA;VAQUILLONAS;2643
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;6164
01;NUEVE DE JULIO;RECRIA;VAQUILLONAS;4440
01;NUEVE DE JULIO;CRIA (BUBALINO);VAQUILLONAS;142
01;NUEVE DE JULIO;RECRIA (BUBALINO);VAQUILLONAS;8
01;NUEVE DE JULIO;INVERNADA;NOVILLOS;6209
01;NUEVE DE JULIO;CRIA;NOVILLOS;12923
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;1027
01;NUEVE DE JULIO;RECRIA;NOVILLOS;2470
01;NUEVE DE JULIO;INVERNADA (BUBALINO);NOVILLOS;1
01;NUEVE DE JULIO;CRIA (BUBALINO);NOVILLOS;152
01;NUEVE DE JULIO;RECRIA (BUBALINO);NOVILLOS;6
01;NUEVE DE JULIO;INVERNADA;NOVILLITOS;17603
01;NUEVE DE JULIO;CRIA;NOVILLITOS;30045
01;NUEVE DE JULIO;TAMBO;NOVILLITOS;118
01;NUEVE DE JULIO;CABAÑA;NOVILLITOS;19
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;5106
01;NUEVE DE JULIO;RECRIA;NOVILLITOS;4350
01;NUEVE DE JULIO;INVERNADA (BUBALINO);NOVILLITOS;2
01;NUEVE DE JULIO;CRIA (BUBALINO);NOVILLITOS;114
01;NUEVE DE JULIO;RECRIA (BUBALINO);NOVILLITOS;9
01;NUEVE DE JULIO;INVERNADA;TERNERAS;8274
01;NUEVE DE JULIO;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;220
01;NUEVE DE JULIO;CRIA;TERNERAS;33991
01;NUEVE DE JULIO;TAMBO;TERNERAS;340
01;NUEVE DE JULIO;CABAÑA;TERNERAS;1410
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;4434
01;NUEVE DE JULIO;RECRIA;TERNERAS;3997
01;NUEVE DE JULIO;INVERNADA (BUBALINO);TERNERAS;1
01;NUEVE DE JULIO;CRIA (BUBALINO);TERNERAS;267
01;NUEVE DE JULIO;RECRIA (BUBALINO);TERNERAS;15
01;NUEVE DE JULIO;INVERNADA;TERNEROS;10704
01;NUEVE DE JULIO;CRIA;TERNEROS;29950
01;NUEVE DE JULIO;TAMBO;TERNEROS;320
01;NUEVE DE JULIO;CABAÑA;TERNEROS;477
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;3539
01;NUEVE DE JULIO;RECRIA;TERNEROS;3446
01;NUEVE DE JULIO;INVERNADA (BUBALINO);TERNEROS;1
01;NUEVE DE JULIO;CRIA (BUBALINO);TERNEROS;290
01;NUEVE DE JULIO;RECRIA (BUBALINO);TERNEROS;9
01;NUEVE DE JULIO;INVERNADA;TOROS;1587
01;NUEVE DE JULIO;CRIA;TOROS;6262
01;NUEVE DE JULIO;TAMBO;TOROS;27
01;NUEVE DE JULIO;CABAÑA;TOROS;223
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);TOROS;582
01;NUEVE DE JULIO;RECRIA;TOROS;926
01;NUEVE DE JULIO;INVERNADA (BUBALINO);TOROS;2
01;NUEVE DE JULIO;CRIA (BUBALINO);TOROS;66
01;NUEVE DE JULIO;RECRIA (BUBALINO);TOROS;3
01;NUEVE DE JULIO;INVERNADA;TORITOS;511
01;NUEVE DE JULIO;CRIA;TORITOS;2506
01;NUEVE DE JULIO;CABAÑA;TORITOS;416
01;NUEVE DE JULIO;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;237
01;NUEVE DE JULIO;RECRIA;TORITOS;295
16;ROSARIO;INVERNADA;VACAS;2093
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;2836
16;ROSARIO;CRIA;VACAS;8909
16;ROSARIO;TAMBO;VACAS;265
16;ROSARIO;CABAÑA;VACAS;117
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);VACAS;701
16;ROSARIO;RECRIA;VACAS;199
16;ROSARIO;SUBSISTENCIA;VACAS;1
16;ROSARIO;CRIA (BUBALINO);VACAS;9
16;ROSARIO;INVERNADA;VAQUILLONAS;2350
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;4983
16;ROSARIO;CRIA;VAQUILLONAS;3261
16;ROSARIO;TAMBO;VAQUILLONAS;235
16;ROSARIO;CABAÑA;VAQUILLONAS;29
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;179
16;ROSARIO;RECRIA;VAQUILLONAS;471
16;ROSARIO;SUBSISTENCIA;VAQUILLONAS;3
16;ROSARIO;CRIA (BUBALINO);VAQUILLONAS;2
16;ROSARIO;INVERNADA;NOVILLOS;464
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;2061
16;ROSARIO;CRIA;NOVILLOS;702
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;91
16;ROSARIO;RECRIA;NOVILLOS;186
16;ROSARIO;INVERNADA;NOVILLITOS;3225
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;5196
16;ROSARIO;CRIA;NOVILLITOS;2130
16;ROSARIO;TAMBO;NOVILLITOS;27
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;198
16;ROSARIO;RECRIA;NOVILLITOS;937
16;ROSARIO;CRIA (BUBALINO);NOVILLITOS;1
16;ROSARIO;INVERNADA;TERNERAS;1070
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;2119
16;ROSARIO;CRIA;TERNERAS;2202
16;ROSARIO;TAMBO;TERNERAS;39
16;ROSARIO;CABAÑA;TERNERAS;48
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;83
16;ROSARIO;RECRIA;TERNERAS;209
16;ROSARIO;CRIA (BUBALINO);TERNERAS;3
16;ROSARIO;INVERNADA;TERNEROS;1335
16;ROSARIO;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;1472
16;ROSARIO;CRIA;TERNEROS;1911
16;ROSARIO;TAMBO;TERNEROS;34
16;ROSARIO;CABAÑA;TERNEROS;42
16;ROSARIO;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;101
16;ROSARIO;RECRIA;TERNEROS;331
16;ROSARIO;CRIA (BUBALINO);TERNEROS;15
